Date,rolling_vol,rolling_sharpe,rolling_var95,rolling_cvar95,rolling_maxdd
2019-06-24,0.033189370474544684,-3.740536711987779,-0.0029386978024299897,-0.0032941416894102247,-0.019206232241941498
2019-06-25,0.03295334824384121,-3.899998655556214,-0.0029386978024299897,-0.0032941416894102247,-0.01920623224194176
2019-06-26,0.033116273506769385,-3.6563864362078107,-0.0029386978024299897,-0.0032941416894102247,-0.019147942551975942
2019-06-27,0.03304107297293827,-3.3860377241428954,-0.0029386978024299897,-0.0032941416894102247,-0.019147942551975095
2019-06-28,0.03263868021134412,-3.197106380414036,-0.0029386978024299897,-0.0032941416894102247,-0.019147942551975015
2019-07-01,0.03241599730581448,-3.4311196569874918,-0.0029386978024299897,-0.0032941416894102247,-0.019147942551975362
2019-07-02,0.03235366009045709,-3.510135373694655,-0.0029386978024299897,-0.0032941416894102247,-0.019147942551976153
2019-07-03,0.03201161292901363,-3.7610503543350013,-0.0029386978024299897,-0.0032941416894102247,-0.01914794255197573
2019-07-04,0.03203390519487644,-3.7073355316010232,-0.0029386978024299897,-0.0032941416894102247,-0.019147942551975494
2019-07-05,0.03274669653216824,-4.038469113100736,-0.0029386978024299897,-0.0032941416894102247,-0.018905499352295973
2019-07-08,0.03475378343640858,-4.367168083458656,-0.00311609671665803,-0.0034619600170106997,-0.018827012705799666
2019-07-09,0.03474688816970896,-4.299709357617685,-0.00321960907333247,-0.004220333151176175,-0.023282197958710813
2019-07-10,0.034849665615077845,-4.645767611501073,-0.00321960907333247,-0.004220333151176175,-0.02342890766731251
2019-07-11,0.03487251928078824,-4.462721614931904,-0.00321960907333247,-0.004220333151176175,-0.025589094228889928
2019-07-12,0.03489754611102116,-4.407657964415183,-0.00321960907333247,-0.004220333151176175,-0.025589094228889803
2019-07-15,0.03490052055719585,-4.464027232044823,-0.00321960907333247,-0.004220333151176175,-0.025589094228889806
2019-07-16,0.03498654460752893,-4.334464838483917,-0.00321960907333247,-0.004220333151176175,-0.025589094228889893
2019-07-17,0.03497228505313633,-4.3517048105133895,-0.00321960907333247,-0.004220333151176175,-0.025589094228889657
2019-07-18,0.035201963075032226,-4.771311894391501,-0.00321960907333247,-0.004220333151176175,-0.025589094228890087
2019-07-19,0.03571648449332259,-5.18898279357929,-0.00321960907333247,-0.004220333151176175,-0.026858396260464518
2019-07-22,0.03575923734802707,-5.210548312528721,-0.00357967596182501,-0.004327112550554975,-0.030416342990498862
2019-07-23,0.03542334995687878,-4.920305563014051,-0.00357967596182501,-0.004327112550554975,-0.03247752063578522
2019-07-24,0.03556388056570159,-5.098979446979952,-0.00357967596182501,-0.004327112550554975,-0.03247752063578494
2019-07-25,0.03532392894533054,-5.30067073630306,-0.00357967596182501,-0.004327112550554975,-0.03438616528238015
2019-07-26,0.03579316446779048,-4.801883609101847,-0.00357967596182501,-0.004327112550554975,-0.03438616528237968
2019-07-29,0.03586500688918128,-4.986023200673681,-0.00357967596182501,-0.004327112550554975,-0.03438616528237984
2019-07-30,0.036645211819402224,-5.13973291368301,-0.00357967596182501,-0.004327112550554975,-0.03438616528238008
2019-07-31,0.03678897186210248,-4.989620496186855,-0.00365239411933597,-0.004570493981164625,-0.03781792546254008
2019-08-01,0.036800277928872444,-4.952398324224726,-0.00365239411933597,-0.004570493981164625,-0.03781792546254008
2019-08-02,0.03663503953977257,-4.782937668359384,-0.00365239411933597,-0.004570493981164625,-0.03781792546254002
2019-08-05,0.036891108740177134,-4.855448194576111,-0.00365239411933597,-0.004570493981164625,-0.03781792546253934
2019-08-06,0.037080373801232185,-4.236058499782126,-0.00365239411933597,-0.004570493981164625,-0.040275526218964665
2019-08-07,0.03707262311862782,-4.3261600195509,-0.00365239411933597,-0.004570493981164625,-0.04027552621896475
2019-08-08,0.03743144881727173,-4.071340061612592,-0.00365239411933597,-0.004570493981164625,-0.04027552621896458
2019-08-09,0.036968505358269906,-3.5169040257511086,-0.00365239411933597,-0.004570493981164625,-0.04027552621896495
2019-08-13,0.03731975420589645,-3.8981853971952316,-0.00358839898954849,-0.0045088204653320006,-0.04027552621896456
2019-08-14,0.03742680986913351,-3.555062942393249,-0.00358839898954849,-0.0045088204653320006,-0.04027552621896446
2019-08-16,0.03743228064532658,-3.548457009075035,-0.00358839898954849,-0.0045088204653320006,-0.0402755262189645
2019-08-19,0.03732188661647119,-3.6377682378736673,-0.00358839898954849,-0.0045088204653320006,-0.04027552621896476
2019-08-20,0.032458896293149374,-5.36003802792537,-0.00358839898954849,-0.0045088204653320006,-0.04027552621896419
2019-08-21,0.03258966504686006,-5.398172872675719,-0.00358839898954849,-0.0045088204653320006,-0.04027552621896439
2019-08-22,0.0331141366652667,-5.974421266229158,-0.00358839898954849,-0.0045088204653320006,-0.040275526218964186
2019-08-23,0.0334020151800924,-5.6042361509966305,-0.00365239411933597,-0.004605312595900425,-0.04202315465862265
2019-08-26,0.031716638159052894,-6.311542488244705,-0.00365239411933597,-0.004605312595900425,-0.04202315465862293
2019-08-27,0.031084803185803433,-6.607982368374123,-0.00365239411933597,-0.004605312595900425,-0.042023154658622636
2019-08-28,0.030930226045588427,-6.837799153854329,-0.00365239411933597,-0.004605312595900425,-0.042023154658622365
2019-08-29,0.03076869450595617,-6.69763467213791,-0.00365239411933597,-0.004605312595900425,-0.03994847240137708
2019-08-30,0.0310502373023326,-6.402110902795661,-0.00365239411933597,-0.004605312595900425,-0.03967002343389862
2019-09-03,0.03096996991665193,-6.192685862037014,-0.00365239411933597,-0.004605312595900425,-0.03798655572313325
2019-09-04,0.030972215883603885,-6.1880436399092735,-0.00365239411933597,-0.004605312595900425,-0.03798655572313292
2019-09-05,0.03129738522774925,-5.786163436075072,-0.00365239411933597,-0.004605312595900425,-0.03715142277945184
2019-09-06,0.031244378637161282,-5.097246280107942,-0.00365239411933597,-0.004605312595900425,-0.03412843425704416
2019-09-09,0.03177764037534125,-4.675659729988722,-0.00365239411933597,-0.004605312595900425,-0.03412843425704462
2019-09-11,0.032508349725611195,-4.05953700869519,-0.00365239411933597,-0.004605312595900425,-0.03412843425704421
2019-09-12,0.032382554206189136,-4.19488875426852,-0.00365239411933597,-0.004605312595900425,-0.03412843425704438
2019-09-13,0.032537953147985854,-3.698758018387528,-0.00365239411933597,-0.004605312595900425,-0.03231467255689003
2019-09-16,0.03276903885136374,-3.432377071716668,-0.00365239411933597,-0.004605312595900425,-0.032069543545749195
2019-09-17,0.033934100470779056,-3.6858641383864237,-0.00365239411933597,-0.004605312595900425,-0.030439688968195874
2019-09-18,0.03343703567776979,-3.4484482843066653,-0.00396975939162286,-0.004899081624416575,-0.028764980456942573
2019-09-19,0.03404805408168149,-3.6783708254200604,-0.00396975939162286,-0.004899081624416575,-0.028764980456942358
2019-09-20,0.0372211660985876,-2.228974749659124,-0.00396975939162286,-0.004899081624416575,-0.028764980456942382
2019-09-23,0.03820755713538145,-1.9291691005237697,-0.00396975939162286,-0.004899081624416575,-0.028764980456942608
2019-09-24,0.03837084027688943,-1.6903522643048863,-0.00396975939162286,-0.004899081624416575,-0.028764980456942636
2019-09-25,0.03852995054738918,-1.8296296003566195,-0.00396975939162286,-0.004899081624416575,-0.028764980456942122
2019-09-26,0.038563143363992136,-1.7990688172763998,-0.00396975939162286,-0.004899081624416575,-0.028764980456942445
2019-09-27,0.038543738546792765,-2.0857325260303328,-0.00396975939162286,-0.004899081624416575,-0.02876498045694209
2019-09-30,0.03910914924941124,-2.480192470448347,-0.00396975939162286,-0.004899081624416575,-0.028764980456942375
2019-10-01,0.03907348926251884,-2.3836408978551193,-0.00396975939162286,-0.004899081624416575,-0.028764980456942296
2019-10-03,0.03911974242689483,-2.4912744902024193,-0.00396975939162286,-0.004899081624416575,-0.02876498045694225
2019-10-04,0.03934293100646232,-2.7472005098025334,-0.00396975939162286,-0.004899081624416575,-0.02876498045694225
2019-10-07,0.039356769820946616,-2.907532933798205,-0.00396975939162286,-0.004899081624416575,-0.02876498045694213
2019-10-09,0.03966624292276624,-2.6905573320307408,-0.00396975939162286,-0.004899081624416575,-0.028764980456942216
2019-10-10,0.039120040256635825,-2.4952513039520694,-0.00396975939162286,-0.004899081624416575,-0.02523766949775167
2019-10-11,0.03716053862846479,-1.9206798758458101,-0.00396975939162286,-0.004899081624416575,-0.019187688256264213
2019-10-14,0.03721896021341359,-1.7921568535857897,-0.0036416766162924,-0.004271033510150475,-0.0190403413917311
2019-10-15,0.037043613509917465,-1.4175467916797455,-0.0036416766162924,-0.004271033510150475,-0.018398225799040515
2019-10-16,0.037041147959236416,-1.5194874938020424,-0.0036416766162924,-0.004271033510150475,-0.018398225799040442
2019-10-17,0.037464108411544426,-1.2344359778637286,-0.0036416766162924,-0.004271033510150475,-0.0183982257990404
2019-10-18,0.038246938662930254,-0.7216198873456152,-0.0036416766162924,-0.004271033510150475,-0.01839822579904052
2019-10-22,0.03821812238234841,-0.7964449016814729,-0.0036416766162924,-0.004271033510150475,-0.01839822579904028
2019-10-23,0.03821144066459348,-0.8414357025426198,-0.0036416766162924,-0.004271033510150475,-0.0183982257990404
2019-10-24,0.03772953651822482,-0.5121848707562087,-0.0036416766162924,-0.004271033510150475,-0.015583300867914287
2019-10-25,0.036950062226087904,-0.1847935326605151,-0.0036416766162924,-0.004271033510150475,-0.011970923379548947
2019-10-27,0.036808668892271315,0.2648186662354547,-0.0035081955176694104,-0.004234862753241725,-0.01060666494359364
2019-10-29,0.037047989786615824,0.516468049500467,-0.0035081955176694104,-0.004234862753241725,-0.010606664943593467
2019-10-30,0.03682935983017548,0.9218023732623679,-0.0035081955176694104,-0.004234862753241725,-0.010606664943593327
2019-10-31,0.03686776170030553,1.0347884995735808,-0.0035081955176694104,-0.004234862753241725,-0.010606664943593212
2019-11-01,0.03662120942097357,0.7657653427741096,-0.0035081955176694104,-0.004234862753241725,-0.010606664943593504
2019-11-04,0.03648425063502096,1.1428272819290242,-0.0035081955176694104,-0.004234862753241725,-0.009800355938797944
2019-11-05,0.03550886284235083,1.4221756107558357,-0.0035081955176694104,-0.004234862753241725,-0.009800355938797734
2019-11-06,0.035516311225251194,1.2419084494088397,-0.0034625440983929497,-0.003956521630644425,-0.009800355938797575
2019-11-07,0.03550592001775595,1.2859260589189139,-0.0034625440983929497,-0.003956521630644425,-0.00980035593879814
2019-11-08,0.03582013456970457,1.0906069416713555,-0.0034625440983929497,-0.003956521630644425,-0.00980035593879814
2019-11-11,0.03502391369164009,1.5977859569497865,-0.0034625440983929497,-0.003956521630644425,-0.009800355938798085
2019-11-13,0.03522594326128104,1.0070316825806138,-0.0034369211344852098,-0.003956521630644425,-0.009800355938797778
2019-11-14,0.03525897408861772,0.9793376547838067,-0.0034369211344852098,-0.003956521630644425,-0.009800355938797915
2019-11-15,0.035064997388398245,0.8251613885405621,-0.0034369211344852098,-0.003956521630644425,-0.009800355938797833
2019-11-18,0.035024704609723956,0.7937440756706781,-0.0034369211344852098,-0.003956521630644425,-0.009800355938798057
2019-11-19,0.03432850094990553,1.2045608287288552,-0.0034369211344852098,-0.003956521630644425,-0.00980035593879779
2019-11-20,0.03425072296999862,1.0937270072427616,-0.0034149888928858697,-0.003956521630644425,-0.009800355938798242
2019-11-21,0.03445729994427763,0.8387875171113786,-0.0034149888928858697,-0.003956521630644425,-0.00980035593879801
2019-11-22,0.034449474479479436,0.789670611361087,-0.0034149888928858697,-0.003956521630644425,-0.009800355938797646
2019-11-25,0.03479201752281862,1.223321653463004,-0.0034149888928858697,-0.003956521630644425,-0.009800355938797776
2019-11-26,0.034340885556121185,1.4176993574143135,-0.0034149888928858697,-0.003956521630644425,-0.009800355938798012
2019-11-27,0.03319046713326874,2.132222602376993,-0.00337795993634693,-0.003956521630644425,-0.009800355938797457
2019-11-28,0.03317172443276513,2.1166954414493837,-0.00246247460207261,-0.003572974264190675,-0.00980035593879798
2019-11-29,0.03309078000873523,1.821835041425755,-0.00246247460207261,-0.003572974264190675,-0.00980035593879775
2019-12-02,0.03284319955622397,1.5277637253770158,-0.00246247460207261,-0.003572974264190675,-0.009800355938797791
2019-12-03,0.032991593230262,1.418761697633436,-0.00246247460207261,-0.003572974264190675,-0.009800355938797823
2019-12-04,0.032905674988895,1.5246008645064655,-0.00246247460207261,-0.003572974264190675,-0.009800355938797495
2019-12-05,0.032901175084984226,1.2612209171429598,-0.00246247460207261,-0.003572974264190675,-0.009800355938797826
2019-12-06,0.03335477613351177,0.9620145425274705,-0.00246247460207261,-0.003572974264190675,-0.009800355938797994
2019-12-09,0.03338636260813974,0.9065034288744266,-0.00246247460207261,-0.003572974264190675,-0.009800355938797994
2019-12-10,0.03374096412716836,0.3928221744237028,-0.00246247460207261,-0.003572974264190675,-0.009800355938797705
2019-12-11,0.03351427446995082,0.1786773690553842,-0.00247779098167037,-0.00357502287623375,-0.009800355938797715
2019-12-12,0.03345826372716194,0.15323200705127882,-0.00247779098167037,-0.00357502287623375,-0.00980035593879811
2019-12-13,0.033028303741690204,-0.05306662062245766,-0.00247779098167037,-0.00357502287623375,-0.009800355938797883
2019-12-16,0.033035455316169825,-0.09836453357637942,-0.00247779098167037,-0.00357502287623375,-0.009800355938798027
2019-12-17,0.03286297611711242,-0.2435018190370369,-0.00247779098167037,-0.00357502287623375,-0.0098003559387979
2019-12-18,0.03272965095212715,-0.47415256872062,-0.00247779098167037,-0.00357502287623375,-0.009800355938797774
2019-12-19,0.03110980565809108,0.10507440997683884,-0.00247779098167037,-0.00357502287623375,-0.009800355938797942
2019-12-20,0.031062658936763354,0.2890875053738753,-0.00246247460207261,-0.00298482161253245,-0.009800355938798085
2019-12-23,0.03012994578324759,0.705934377906187,-0.00246247460207261,-0.00298482161253245,-0.009800355938798178
2019-12-24,0.026086055209134328,-0.34633079958521545,-0.00238709875711402,-0.002704706693649325,-0.009800355938797514
2019-12-26,0.02416367451571295,-1.1707639265175094,-0.00238709875711402,-0.002704706693649325,-0.009800355938798216
2019-12-27,0.02397000206970139,-1.3471253674109769,-0.00238709875711402,-0.002704706693649325,-0.00980035593879807
2019-12-30,0.02378784474356669,-0.8175282466625727,-0.00238709875711402,-0.002704706693649325,-0.009250430720456582
2019-12-31,0.023689037358262683,-1.0061619050417503,-0.00238709875711402,-0.002704706693649325,-0.009250430720456579
2020-01-01,0.023491518926774528,-0.7835327776536769,-0.00238709875711402,-0.002704706693649325,-0.007903999726433254
2020-01-02,0.023483686837558207,0.47953405044662706,-0.00238709875711402,-0.002704706693649325,-0.007831736723358435
2020-01-03,0.023524446569004803,0.4013867347708442,-0.0023464729054128502,-0.002422999062208975,-0.00783173672335927
2020-01-06,0.02586168410049281,-0.2781595612244021,-0.0023464729054128502,-0.002422999062208975,-0.00783173672335927
2020-01-07,0.025724669695123648,0.4582823602014985,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359062
2020-01-08,0.02558249363996689,0.7282181858234572,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359005
2020-01-09,0.025990234494495796,0.8749264427214077,-0.00238709875711402,-0.0031448149577297502,-0.007831736723358818
2020-01-10,0.02582792082396202,1.28491367630739,-0.00238709875711402,-0.0031448149577297502,-0.007831736723358905
2020-01-13,0.026192946927947977,1.5981542379973157,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359076
2020-01-14,0.02619970750303768,1.6082128339781505,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359064
2020-01-15,0.026325124099418593,1.6998370151367423,-0.00238709875711402,-0.0031448149577297502,-0.00783173672335912
2020-01-16,0.02636774992603309,1.9991925519612603,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359276
2020-01-17,0.02594088354484502,1.7426272865605166,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359014
2020-01-20,0.02522378452469367,0.9007277991119119,-0.00238709875711402,-0.0031448149577297502,-0.00783173672335878
2020-01-21,0.025235635409764375,0.8613369033878623,-0.00238709875711402,-0.0031448149577297502,-0.00783173672335915
2020-01-22,0.02530821791098904,0.7457096451406464,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359167
2020-01-23,0.025488902057080137,0.9745495470236719,-0.00238709875711402,-0.0031448149577297502,-0.007831736723358428
2020-01-24,0.025537595830182825,1.2996033153423192,-0.00238709875711402,-0.0031448149577297502,-0.007831736723358908
2020-01-27,0.02541794807855978,0.8687327190484904,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359373
2020-01-28,0.02521516244016118,0.3260271650505708,-0.00238709875711402,-0.0031448149577297502,-0.00783173672335898
2020-01-29,0.025078478064826753,0.01978152880682032,-0.00238709875711402,-0.0031448149577297502,-0.007831736723359132
2020-01-30,0.0256277707163098,-0.5800878473295337,-0.00238709875711402,-0.0031448149577297502,-0.00783173672335908
2020-01-31,0.025791780183156934,-0.7734997401114764,-0.00246247460207261,-0.0031948176172407,-0.007831736723359102
2020-02-03,0.025597053292728784,-1.0503388745684044,-0.00246247460207261,-0.0031948176172407,-0.007831736723359102
2020-02-04,0.025744978840835965,-0.1904323730427825,-0.00246247460207261,-0.0031948176172407,-0.007705095005814712
2020-02-05,0.02596244417158123,0.18683751948933544,-0.00245857114329823,-0.0031948176172407,-0.007705095005814359
2020-02-06,0.026100642184926748,0.37378702202231484,-0.00245857114329823,-0.0031948176172407,-0.007705095005814742
2020-02-07,0.025653420248448945,0.7602508856896063,-0.00245857114329823,-0.0031948176172407,-0.007705095005814697
2020-02-10,0.02592147755493123,0.3604563813535972,-0.00245857114329823,-0.0031948176172407,-0.007705095005814664
2020-02-11,0.02534734281192345,0.7001094501672057,-0.00245857114329823,-0.0031948176172407,-0.007705095005814572
2020-02-12,0.025269070228253136,0.7770689934153078,-0.00228000771084419,-0.003165205529698025,-0.007705095005814552
2020-02-13,0.02526302450800869,0.6125682841041584,-0.00228000771084419,-0.003165205529698025,-0.007705095005814602
2020-02-14,0.025247551285501674,0.26136089858522943,-0.00228000771084419,-0.003165205529698025,-0.0077050950058148715
2020-02-17,0.02555685493912814,-0.060299084213700525,-0.00228000771084419,-0.003165205529698025,-0.007705095005814389
2020-02-18,0.025757038900907244,-0.3701755570441589,-0.00228751520810279,-0.003165205529698025,-0.007705095005814613
2020-02-19,0.02622414618700476,0.362865332589768,-0.00228751520810279,-0.003165205529698025,-0.007705095005814345
2020-02-20,0.026239769446436342,0.42900665064844207,-0.00228751520810279,-0.003165205529698025,-0.007705095005814799
2020-02-24,0.026654116702194967,-0.5503679521499124,-0.00228751520810279,-0.003165205529698025,-0.007705095005814426
2020-02-25,0.026653196952469437,-0.549783355078692,-0.0024659461466533,-0.00343061854118705,-0.0077050950058146495
2020-02-26,0.026943365898068988,-1.0981418697221472,-0.0024659461466533,-0.00343061854118705,-0.007705095005814347
2020-02-27,0.027310930302149764,-1.6864619254153024,-0.0024659461466533,-0.00343061854118705,-0.00943322786818659
2020-02-28,0.03207505618641098,-2.4193469599745225,-0.00254719071690077,-0.003449668621857375,-0.011963938505398071
2020-03-02,0.03207505618641098,-2.419346959974523,-0.0025873926434558697,-0.0048989258837251,-0.02021585740430387
2020-03-03,0.03230231380197757,-1.941509511870916,-0.0025873926434558697,-0.0048989258837251,-0.02021585740430387
2020-03-04,0.03291974616857506,-2.2946564812225647,-0.0025873926434558697,-0.0048989258837251,-0.020215857404304347
2020-03-05,0.03294302384751073,-2.11651651277265,-0.00311441761175542,-0.005044316094231551,-0.021062475730996313
2020-03-06,0.03489394622957757,-2.440171564030224,-0.00311441761175542,-0.005044316094231551,-0.0210624757309962
2020-03-09,0.03990441667103324,-3.0705006038132847,-0.00338951507628643,-0.00580308716429665,-0.02634327093521971
2020-03-11,0.039645377004729816,-2.8405254273047382,-0.005056670056615,-0.007391705765780375,-0.03585404146638454
2020-03-12,0.056565061277128674,-3.461880447806162,-0.005056670056615,-0.007391705765780375,-0.03585442897586581
2020-03-13,0.05637372777546645,-3.5573087795903153,-0.00611081529961933,-0.0111792948840913,-0.05551295963589335
2020-03-16,0.059321896693940425,-4.154044338488263,-0.00611081529961933,-0.0111792948840913,-0.05551295963589338
2020-03-17,0.059746573209943914,-4.408883282747262,-0.00813742161459766,-0.012134984922628374,-0.06393196313902726
2020-03-18,0.0637836528231401,-4.939815490217979,-0.00813742161459766,-0.012134984922628374,-0.0680037486742964
2020-03-19,0.0651782815273032,-5.301094585822352,-0.00962646865169602,-0.0130734380112832,-0.07928617109912209
2020-03-20,0.06699708542623173,-4.7503451738641065,-0.00962646865169602,-0.0130734380112832,-0.08644290219578156
2020-03-23,0.08401522152241267,-5.082464621100909,-0.00962646865169602,-0.0130734380112832,-0.08644290219578149
2020-03-24,0.08401563714724963,-5.082034397007809,-0.010004185725333589,-0.017244096439734277,-0.10466606094045787
2020-03-25,0.08484377695507851,-4.8207452315070025,-0.010004185725333589,-0.017244096439734277,-0.10505147454936643
2020-03-26,0.08634385493913621,-4.433959198114784,-0.010004185725333589,-0.017244096439734277,-0.10505147454936625
2020-03-27,0.08628559563133617,-4.471010381749972,-0.010004185725333589,-0.017244096439734277,-0.10505147454936627
2020-03-30,0.08637094862325925,-4.748748276297627,-0.010004185725333589,-0.017244096439734277,-0.10505147454936599
2020-03-31,0.08750569064255989,-4.4290310854235555,-0.010004185725333589,-0.017244096439734277,-0.10505147454936666
2020-04-01,0.08750569064255989,-4.4290310854235555,-0.010004185725333589,-0.017244096439734277,-0.10505147454936661
2020-04-03,0.08685922286770963,-4.699994178974533,-0.010004185725333589,-0.017244096439734277,-0.10505147454936661
2020-04-07,0.08928141928520647,-4.149578240201445,-0.010004185725333589,-0.017244096439734277,-0.10505147454936653
2020-04-08,0.08964860028852617,-3.693655046344365,-0.010004185725333589,-0.017244096439734277,-0.10505147454936678
2020-04-09,0.09091627477143628,-3.431185862237214,-0.010004185725333589,-0.017244096439734277,-0.10505147454936672
2020-04-13,0.09094863775031567,-3.412505954972798,-0.010004185725333589,-0.017244096439734277,-0.10505147454936638
2020-04-15,0.0908346337287727,-3.4446179080860726,-0.010004185725333589,-0.017244096439734277,-0.10505147454936681
2020-04-16,0.09119529005945932,-3.327516264689479,-0.010004185725333589,-0.017244096439734277,-0.10505147454936625
2020-04-17,0.09193993574673989,-3.158159423897744,-0.010004185725333589,-0.017244096439734277,-0.10505147454936639
2020-04-20,0.09192406585283437,-3.1669457343156253,-0.010004185725333589,-0.017244096439734277,-0.10505147454936652
2020-04-21,0.09219425184705891,-3.484508001391802,-0.010004185725333589,-0.017244096439734277,-0.1050514745493666
2020-04-22,0.0921014533741119,-3.5312689016158294,-0.010004185725333589,-0.017244096439734277,-0.10505147454936602
2020-04-23,0.09234159658747475,-3.4414170697023434,-0.010004185725333589,-0.017244096439734277,-0.10505147454936647
2020-04-24,0.09251108531858711,-3.532186064048294,-0.010004185725333589,-0.017244096439734277,-0.10505147454936692
2020-04-27,0.09274927263558888,-3.4159795044491714,-0.010004185725333589,-0.017244096439734277,-0.10505147454936657
2020-04-28,0.09283670081709604,-3.339948062933616,-0.010004185725333589,-0.017244096439734277,-0.10505147454936656
2020-04-29,0.0928551888356942,-3.332991862988278,-0.010004185725333589,-0.017244096439734277,-0.10505147454936654
2020-04-30,0.09312149246199529,-3.2467582342102603,-0.010004185725333589,-0.017244096439734277,-0.10505147454936685
2020-05-04,0.09314018349619244,-3.2135220678740493,-0.010004185725333589,-0.017244096439734277,-0.10505147454936625
2020-05-05,0.09316905925987355,-3.257347493955515,-0.010004185725333589,-0.017244096439734277,-0.10505147454936656
2020-05-06,0.09322926716116332,-3.2075217842072514,-0.010004185725333589,-0.017244096439734277,-0.10505147454936654
2020-05-07,0.09316870006730112,-3.1349722795724317,-0.010004185725333589,-0.017244096439734277,-0.10505147454936667
2020-05-08,0.09316680919347999,-3.128566013223372,-0.010004185725333589,-0.017244096439734277,-0.10505147454936642
2020-05-11,0.0931825453170708,-3.1135963184675703,-0.010004185725333589,-0.017244096439734277,-0.10505147454936609
2020-05-12,0.09282859084810414,-3.286523430147163,-0.010004185725333589,-0.017244096439734277,-0.10505147454936609
2020-05-13,0.09345528702251527,-3.129392745931205,-0.010004185725333589,-0.017244096439734277,-0.1050514745493666
2020-05-14,0.09336591630621008,-3.3087385069655535,-0.010004185725333589,-0.017244096439734277,-0.10505147454936664
2020-05-15,0.09336547258093143,-3.309082549575717,-0.010004185725333589,-0.017244096439734277,-0.10505147454936654
2020-05-18,0.09394159182089973,-3.4833682376864106,-0.010004185725333589,-0.017244096439734277,-0.10358820020456459
2020-05-19,0.09393526859108257,-3.494970668417699,-0.010004185725333589,-0.017244096439734277,-0.1032565594447857
2020-05-20,0.094282393812077,-3.333890427646691,-0.010004185725333589,-0.017244096439734277,-0.10283381750008787
2020-05-21,0.09440968497832762,-3.255418268441809,-0.010004185725333589,-0.017244096439734277,-0.10278231569761356
2020-05-22,0.094417238927458,-3.29032980629172,-0.010004185725333589,-0.017244096439734277,-0.10278231569761385
2020-05-26,0.09450964692129339,-3.1621996390179166,-0.010004185725333589,-0.017244096439734277,-0.1027823156976138
2020-05-27,0.09467933029143223,-3.015103342512944,-0.010004185725333589,-0.017244096439734277,-0.10278231569761356
2020-05-28,0.09466413469508271,-3.0192361506021395,-0.010004185725333589,-0.017244096439734277,-0.1027823156976136
2020-05-29,0.09477571927183397,-2.9659083535966353,-0.010004185725333589,-0.017244096439734277,-0.10278231569761359
2020-06-01,0.0946485083046086,-2.8256295170479406,-0.010004185725333589,-0.017244096439734277,-0.09970906484896723
2020-06-02,0.09505855541792177,-2.6055291130578517,-0.010004185725333589,-0.017244096439734277,-0.09853185752177483
2020-06-03,0.09511711577487149,-2.4459236449691546,-0.010004185725333589,-0.017244096439734277,-0.09652882508404625
2020-06-04,0.09509846703785478,-2.296001433492539,-0.010004185725333589,-0.017244096439734277,-0.09421471510174934
2020-06-05,0.09460317423626637,-1.7140426123941606,-0.010004185725333589,-0.017244096439734277,-0.08869645591968518
2020-06-08,0.09473783835154437,-1.6205618060978566,-0.010004185725333589,-0.017244096439734277,-0.08869645591968515
2020-06-09,0.09460233960080337,-1.7795744362954158,-0.010004185725333589,-0.017244096439734277,-0.08869645591968515
2020-06-10,0.09459667609389473,-1.545023059971913,-0.010004185725333589,-0.017244096439734277,-0.08654357891348684
2020-06-11,0.09472946945043904,-1.708896421183054,-0.010004185725333589,-0.017244096439734277,-0.0865435789134869
2020-06-12,0.09403704267341752,-1.406477785236881,-0.010004185725333589,-0.017244096439734277,-0.08083773394114789
2020-06-15,0.09209658302529176,-1.0892357999146272,-0.010004185725333589,-0.017244096439734277,-0.07177070283863017
2020-06-16,0.09212577015913298,-1.0446484186299445,-0.009804678761587079,-0.017244096439734277,-0.07177032976462064
2020-06-17,0.08242023082915169,-0.14697175576718113,-0.009804678761587079,-0.017244096439734277,-0.053517711697280014
2020-06-18,0.08254066191638479,-0.07512581949051535,-0.00761593637123183,-0.01408995562950905,-0.05351771169727989
2020-06-19,0.07995017011428311,0.5356367815733997,-0.00761593637123183,-0.01408995562950905,-0.04392790886037537
2020-06-22,0.07953191273837568,0.9135022540865482,-0.00613633567251744,-0.013132887029213326,-0.03975093872145132
2020-06-23,0.07543827698883186,1.7791665958451301,-0.00613633567251744,-0.013132887029213326,-0.027984051766662427
2020-06-24,0.07392282108467685,2.0502505365546653,-0.00545696950148786,-0.0114924897820286,-0.026869810688034575
2020-06-25,0.07296828635335659,1.7608780070859194,-0.00459263207584611,-0.010717515309435176,-0.02686981068803454
2020-06-26,0.04766198126620455,4.920099822872944,-0.00459263207584611,-0.010717515309435176,-0.008973380365984742
2020-06-29,0.04800518208689058,4.746379035368536,-0.0038250900259316797,-0.005071878808147675,-0.008973380365984543
2020-06-30,0.047753858085950326,4.255038955185455,-0.0038250900259316797,-0.005071878808147675,-0.008973380365984749
2020-07-01,0.04635624459617499,3.7984005272851955,-0.0038250900259316797,-0.005071878808147675,-0.008973380365984551
