Date,gross_exposure,net_exposure,n_long,n_short,max_position,concentration
2018-03-12,0.0,0.0,0,0,0.0,0.0
2018-03-13,0.0,0.0,0,0,0.0,0.0
2018-03-14,0.0,0.0,0,0,0.0,0.0
2018-03-15,0.0,0.0,0,0,0.0,0.0
2018-03-16,0.0,0.0,0,0,0.0,0.0
2018-03-19,0.0,0.0,0,0,0.0,0.0
2018-03-20,0.0,0.0,0,0,0.0,0.0
2018-03-21,0.0,0.0,0,0,0.0,0.0
2018-03-22,0.0,0.0,0,0,0.0,0.0
2018-03-23,0.0,0.0,0,0,0.0,0.0
2018-03-26,0.0,0.0,0,0,0.0,0.0
2018-03-27,0.0,0.0,0,0,0.0,0.0
2018-03-28,0.0,0.0,0,0,0.0,0.0
2018-04-02,0.0,0.0,0,0,0.0,0.0
2018-04-03,0.0,0.0,0,0,0.0,0.0
2018-04-04,0.0,0.0,0,0,0.0,0.0
2018-04-05,0.0,0.0,0,0,0.0,0.0
2018-04-06,0.0,0.0,0,0,0.0,0.0
2018-04-09,0.0,0.0,0,0,0.0,0.0
2018-04-10,0.0,0.0,0,0,0.0,0.0
2018-04-11,0.0,0.0,0,0,0.0,0.0
2018-04-12,0.0,0.0,0,0,0.0,0.0
2018-04-13,0.0,0.0,0,0,0.0,0.0
2018-04-16,0.0,0.0,0,0,0.0,0.0
2018-04-17,0.0,0.0,0,0,0.0,0.0
2018-04-18,0.0,0.0,0,0,0.0,0.0
2018-04-19,0.0,0.0,0,0,0.0,0.0
2018-04-20,0.0,0.0,0,0,0.0,0.0
2018-04-23,0.0,0.0,0,0,0.0,0.0
2018-04-24,0.0,0.0,0,0,0.0,0.0
2018-04-25,0.0,0.0,0,0,0.0,0.0
2018-04-26,0.0,0.0,0,0,0.0,0.0
2018-04-27,0.0,0.0,0,0,0.0,0.0
2018-04-30,0.0,0.0,0,0,0.0,0.0
2018-05-02,0.0,0.0,0,0,0.0,0.0
2018-05-03,0.0,0.0,0,0,0.0,0.0
2018-05-04,0.0,0.0,0,0,0.0,0.0
2018-05-07,0.0,0.0,0,0,0.0,0.0
2018-05-08,0.0,0.0,0,0,0.0,0.0
2018-05-09,0.0,0.0,0,0,0.0,0.0
2018-05-10,0.0,0.0,0,0,0.0,0.0
2018-05-11,0.0,0.0,0,0,0.0,0.0
2018-05-14,0.0,0.0,0,0,0.0,0.0
2018-05-15,0.0,0.0,0,0,0.0,0.0
2018-05-16,0.0,0.0,0,0,0.0,0.0
2018-05-17,0.0,0.0,0,0,0.0,0.0
2018-05-18,0.0,0.0,0,0,0.0,0.0
2018-05-21,0.0,0.0,0,0,0.0,0.0
2018-05-22,0.0,0.0,0,0,0.0,0.0
2018-05-23,0.0,0.0,0,0,0.0,0.0
2018-05-24,0.0,0.0,0,0,0.0,0.0
2018-05-25,0.0,0.0,0,0,0.0,0.0
2018-05-28,0.0,0.0,0,0,0.0,0.0
2018-05-29,0.0,0.0,0,0,0.0,0.0
2018-05-30,0.0,0.0,0,0,0.0,0.0
2018-05-31,0.0,0.0,0,0,0.0,0.0
2018-06-01,0.0,0.0,0,0,0.0,0.0
2018-06-04,0.0,0.0,0,0,0.0,0.0
2018-06-05,0.0,0.0,0,0,0.0,0.0
2018-06-06,0.0,0.0,0,0,0.0,0.0
2018-06-07,0.0,0.0,0,0,0.0,0.0
2018-06-08,0.0,0.0,0,0,0.0,0.0
2018-06-11,0.0,0.0,0,0,0.0,0.0
2018-06-12,0.0,0.0,0,0,0.0,0.0
2018-06-13,0.0,0.0,0,0,0.0,0.0
2018-06-14,0.0,0.0,0,0,0.0,0.0
2018-06-15,0.0,0.0,0,0,0.0,0.0
2018-06-18,0.0,0.0,0,0,0.0,0.0
2018-06-19,0.0,0.0,0,0,0.0,0.0
2018-06-20,0.0,0.0,0,0,0.0,0.0
2018-06-21,0.0,0.0,0,0,0.0,0.0
2018-06-22,0.0,0.0,0,0,0.0,0.0
2018-06-25,0.0,0.0,0,0,0.0,0.0
2018-06-26,0.0,0.0,0,0,0.0,0.0
2018-06-27,0.0,0.0,0,0,0.0,0.0
2018-06-28,0.0,0.0,0,0,0.0,0.0
2018-06-29,0.0,0.0,0,0,0.0,0.0
2018-07-02,0.0,0.0,0,0,0.0,0.0
2018-07-03,0.0,0.0,0,0,0.0,0.0
2018-07-04,0.0,0.0,0,0,0.0,0.0
2018-07-05,0.0,0.0,0,0,0.0,0.0
2018-07-06,0.0,0.0,0,0,0.0,0.0
2018-07-09,0.0,0.0,0,0,0.0,0.0
2018-07-10,0.0,0.0,0,0,0.0,0.0
2018-07-11,0.0,0.0,0,0,0.0,0.0
2018-07-12,0.0,0.0,0,0,0.0,0.0
2018-07-13,0.0,0.0,0,0,0.0,0.0
2018-07-16,0.0,0.0,0,0,0.0,0.0
2018-07-17,0.0,0.0,0,0,0.0,0.0
2018-07-18,0.0,0.0,0,0,0.0,0.0
2018-07-19,0.0,0.0,0,0,0.0,0.0
2018-07-20,0.0,0.0,0,0,0.0,0.0
2018-07-23,0.0,0.0,0,0,0.0,0.0
2018-07-24,0.0,0.0,0,0,0.0,0.0
2018-07-25,0.0,0.0,0,0,0.0,0.0
2018-07-26,0.0,0.0,0,0,0.0,0.0
2018-07-27,0.0,0.0,0,0,0.0,0.0
2018-07-30,0.0,0.0,0,0,0.0,0.0
2018-07-31,0.0,0.0,0,0,0.0,0.0
2018-08-01,0.0,0.0,0,0,0.0,0.0
2018-08-02,0.0,0.0,0,0,0.0,0.0
2018-08-03,0.0,0.0,0,0,0.0,0.0
2018-08-06,0.0,0.0,0,0,0.0,0.0
2018-08-07,0.0,0.0,0,0,0.0,0.0
2018-08-08,0.0,0.0,0,0,0.0,0.0
2018-08-09,0.0,0.0,0,0,0.0,0.0
2018-08-10,0.0,0.0,0,0,0.0,0.0
2018-08-13,0.0,0.0,0,0,0.0,0.0
2018-08-14,0.0,0.0,0,0,0.0,0.0
2018-08-16,0.0,0.0,0,0,0.0,0.0
2018-08-17,0.0,0.0,0,0,0.0,0.0
2018-08-20,0.0,0.0,0,0,0.0,0.0
2018-08-21,0.0,0.0,0,0,0.0,0.0
2018-08-23,0.0,0.0,0,0,0.0,0.0
2018-08-24,0.0,0.0,0,0,0.0,0.0
2018-08-27,0.0,0.0,0,0,0.0,0.0
2018-08-28,0.0,0.0,0,0,0.0,0.0
2018-08-29,0.0,0.0,0,0,0.0,0.0
2018-08-30,0.0,0.0,0,0,0.0,0.0
2018-08-31,0.0,0.0,0,0,0.0,0.0
2018-09-03,0.0,0.0,0,0,0.0,0.0
2018-09-04,0.0,0.0,0,0,0.0,0.0
2018-09-05,0.0,0.0,0,0,0.0,0.0
2018-09-06,0.0,0.0,0,0,0.0,0.0
2018-09-07,0.0,0.0,0,0,0.0,0.0
2018-09-10,0.0,0.0,0,0,0.0,0.0
2018-09-11,0.0,0.0,0,0,0.0,0.0
2018-09-12,0.0,0.0,0,0,0.0,0.0
2018-09-14,0.0,0.0,0,0,0.0,0.0
2018-09-17,0.0,0.0,0,0,0.0,0.0
2018-09-18,0.0,0.0,0,0,0.0,0.0
2018-09-19,0.0,0.0,0,0,0.0,0.0
2018-09-21,0.0,0.0,0,0,0.0,0.0
2018-09-24,0.0,0.0,0,0,0.0,0.0
2018-09-25,0.0,0.0,0,0,0.0,0.0
2018-09-26,0.0,0.0,0,0,0.0,0.0
2018-09-27,0.0,0.0,0,0,0.0,0.0
2018-09-28,0.0,0.0,0,0,0.0,0.0
2018-10-01,0.0,0.0,0,0,0.0,0.0
2018-10-03,0.0,0.0,0,0,0.0,0.0
2018-10-04,0.0,0.0,0,0,0.0,0.0
2018-10-05,0.0,0.0,0,0,0.0,0.0
2018-10-08,0.0,0.0,0,0,0.0,0.0
2018-10-09,0.0,0.0,0,0,0.0,0.0
2018-10-10,0.0,0.0,0,0,0.0,0.0
2018-10-11,0.0,0.0,0,0,0.0,0.0
2018-10-12,0.0,0.0,0,0,0.0,0.0
2018-10-15,0.0,0.0,0,0,0.0,0.0
2018-10-16,0.0,0.0,0,0,0.0,0.0
2018-10-17,0.0,0.0,0,0,0.0,0.0
2018-10-19,0.0,0.0,0,0,0.0,0.0
2018-10-22,0.0,0.0,0,0,0.0,0.0
2018-10-23,0.0,0.0,0,0,0.0,0.0
2018-10-24,0.0,0.0,0,0,0.0,0.0
2018-10-25,0.0,0.0,0,0,0.0,0.0
2018-10-26,0.0,0.0,0,0,0.0,0.0
2018-10-29,0.0,0.0,0,0,0.0,0.0
2018-10-30,0.0,0.0,0,0,0.0,0.0
2018-10-31,0.0,0.0,0,0,0.0,0.0
2018-11-01,0.0,0.0,0,0,0.0,0.0
2018-11-02,0.0,0.0,0,0,0.0,0.0
2018-11-05,0.0,0.0,0,0,0.0,0.0
2018-11-06,0.0,0.0,0,0,0.0,0.0
2018-11-07,0.0,0.0,0,0,0.0,0.0
2018-11-09,0.0,0.0,0,0,0.0,0.0
2018-11-12,0.0,0.0,0,0,0.0,0.0
2018-11-13,0.0,0.0,0,0,0.0,0.0
2018-11-14,0.0,0.0,0,0,0.0,0.0
2018-11-15,0.0,0.0,0,0,0.0,0.0
2018-11-16,0.0,0.0,0,0,0.0,0.0
2018-11-19,0.0,0.0,0,0,0.0,0.0
2018-11-20,0.0,0.0,0,0,0.0,0.0
2018-11-21,0.0,0.0,0,0,0.0,0.0
2018-11-22,0.0,0.0,0,0,0.0,0.0
2018-11-26,0.0,0.0,0,0,0.0,0.0
2018-11-27,0.0,0.0,0,0,0.0,0.0
2018-11-28,0.0,0.0,0,0,0.0,0.0
2018-11-29,0.0,0.0,0,0,0.0,0.0
2018-11-30,0.0,0.0,0,0,0.0,0.0
2018-12-03,0.0,0.0,0,0,0.0,0.0
2018-12-04,0.0,0.0,0,0,0.0,0.0
2018-12-05,0.0,0.0,0,0,0.0,0.0
2018-12-06,0.0,0.0,0,0,0.0,0.0
2018-12-07,0.0,0.0,0,0,0.0,0.0
2018-12-10,0.0,0.0,0,0,0.0,0.0
2018-12-11,0.0,0.0,0,0,0.0,0.0
2018-12-12,0.0,0.0,0,0,0.0,0.0
2018-12-13,0.0,0.0,0,0,0.0,0.0
2018-12-14,0.0,0.0,0,0,0.0,0.0
2018-12-17,0.0,0.0,0,0,0.0,0.0
2018-12-18,0.0,0.0,0,0,0.0,0.0
2018-12-19,0.0,0.0,0,0,0.0,0.0
2018-12-20,0.0,0.0,0,0,0.0,0.0
2018-12-21,0.0,0.0,0,0,0.0,0.0
2018-12-24,0.0,0.0,0,0,0.0,0.0
2018-12-26,0.0,0.0,0,0,0.0,0.0
2018-12-27,0.0,0.0,0,0,0.0,0.0
2018-12-28,0.0,0.0,0,0,0.0,0.0
2018-12-31,0.0,0.0,0,0,0.0,0.0
2019-01-01,0.0,0.0,0,0,0.0,0.0
2019-01-02,0.0,0.0,0,0,0.0,0.0
2019-01-03,0.0,0.0,0,0,0.0,0.0
2019-01-04,0.0,0.0,0,0,0.0,0.0
2019-01-07,0.0,0.0,0,0,0.0,0.0
2019-01-08,0.0,0.0,0,0,0.0,0.0
2019-01-09,0.0,0.0,0,0,0.0,0.0
2019-01-10,0.0,0.0,0,0,0.0,0.0
2019-01-11,0.0,0.0,0,0,0.0,0.0
2019-01-14,0.0,0.0,0,0,0.0,0.0
2019-01-15,0.0,0.0,0,0,0.0,0.0
2019-01-16,0.0,0.0,0,0,0.0,0.0
2019-01-17,0.0,0.0,0,0,0.0,0.0
2019-01-18,0.0,0.0,0,0,0.0,0.0
2019-01-21,0.0,0.0,0,0,0.0,0.0
2019-01-22,0.0,0.0,0,0,0.0,0.0
2019-01-23,0.0,0.0,0,0,0.0,0.0
2019-01-24,0.0,0.0,0,0,0.0,0.0
2019-01-25,0.0,0.0,0,0,0.0,0.0
2019-01-28,0.0,0.0,0,0,0.0,0.0
2019-01-29,0.0,0.0,0,0,0.0,0.0
2019-01-30,0.0,0.0,0,0,0.0,0.0
2019-01-31,0.0,0.0,0,0,0.0,0.0
2019-02-01,0.0,0.0,0,0,0.0,0.0
2019-02-04,0.0,0.0,0,0,0.0,0.0
2019-02-05,0.0,0.0,0,0,0.0,0.0
2019-02-06,0.0,0.0,0,0,0.0,0.0
2019-02-07,0.0,0.0,0,0,0.0,0.0
2019-02-08,0.0,0.0,0,0,0.0,0.0
2019-02-11,0.0,0.0,0,0,0.0,0.0
2019-02-12,0.0,0.0,0,0,0.0,0.0
2019-02-14,0.0,0.0,0,0,0.0,0.0
2019-02-15,0.0,0.0,0,0,0.0,0.0
2019-02-18,0.0,0.0,0,0,0.0,0.0
2019-02-19,0.0,0.0,0,0,0.0,0.0
2019-02-20,0.0,0.0,0,0,0.0,0.0
2019-02-21,0.0,0.0,0,0,0.0,0.0
2019-02-22,0.0,0.0,0,0,0.0,0.0
2019-02-25,0.0,0.0,0,0,0.0,0.0
2019-02-26,0.0,0.0,0,0,0.0,0.0
2019-02-27,0.0,0.0,0,0,0.0,0.0
2019-02-28,0.0,0.0,0,0,0.0,0.0
2019-03-01,1.0,0.0017385623086503682,35,35,0.02509929001428686,0.0306188943917841
2019-03-05,1.0,0.0017385623086503682,35,35,0.02509929001428686,0.0306188943917841
2019-03-06,1.0,0.0017385623086503682,35,35,0.02509929001428686,0.0306188943917841
2019-03-07,1.0,0.0017385623086503682,35,35,0.02509929001428686,0.0306188943917841
2019-03-08,1.0,0.0017385623086503682,35,35,0.02509929001428686,0.0306188943917841
2019-03-11,1.0,0.0017385623086503682,35,35,0.02509929001428686,0.0306188943917841
2019-03-12,1.0,0.0017385623086503682,35,35,0.02509929001428686,0.0306188943917841
2019-03-13,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-14,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-15,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-18,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-19,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-20,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-22,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-25,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-26,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-27,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-03-28,1.0,6.938893903907228e-17,35,35,0.021166354532576686,0.029393216753597615
2019-04-01,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-02,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-03,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-04,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-05,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-08,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-09,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-10,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-11,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-12,1.0,4.163336342344337e-17,37,41,0.023410994997048986,0.028683896009528947
2019-04-15,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-16,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-18,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-22,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-23,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-24,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-25,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-26,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-04-30,1.0,5.551115123125783e-17,37,41,0.023664289106003357,0.028784514651548472
2019-05-02,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-03,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-06,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-07,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-08,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-09,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-10,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-13,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-14,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-15,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-16,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-17,1.0,1.249000902703301e-16,38,38,0.022684633562553902,0.027982807164781964
2019-05-20,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-21,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-22,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-23,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-24,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-27,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-28,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-29,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-30,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-05-31,1.0000000000000002,9.71445146547012e-17,38,38,0.023077708997344886,0.028133629815588458
2019-06-03,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-04,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-06,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-07,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-10,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-11,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-12,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-13,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-14,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-17,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-18,1.0000000000000002,-0.0024832659140336458,37,35,0.025165671901211613,0.02995003186319614
2019-06-19,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-06-20,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-06-21,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-06-24,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-06-25,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-06-26,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-06-27,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-06-28,1.0,-0.013639573383589343,37,35,0.02534098933458974,0.030458025978518974
2019-07-01,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-02,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-03,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-04,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-05,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-08,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-09,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-10,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-11,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-12,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-15,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-16,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-17,0.9999999999999999,-0.01228033321135337,39,38,0.025307008330283837,0.027904136196955504
2019-07-18,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-19,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-22,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-23,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-24,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-25,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-26,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-29,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-30,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-07-31,1.0,-0.0009616230215692828,39,38,0.02502404057553923,0.027589550268104154
2019-08-01,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-02,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-05,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-06,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-07,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-08,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-09,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-13,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-14,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-16,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-19,1.0,-0.00206679380169094,36,38,0.02505166984504228,0.03023533736868292
2019-08-20,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-21,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-22,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-23,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-26,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-27,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-28,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-29,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-08-30,1.0,6.245004513516506e-17,36,38,0.02298383163777647,0.030430801319246328
2019-09-03,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-04,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-05,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-06,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-09,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-11,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-12,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-13,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-16,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-17,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-18,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-19,1.0000000000000002,0.0034389096314398626,39,39,0.025085972740785997,0.027104546526938347
2019-09-20,1.0,1.5265566588595902e-16,39,39,0.02168791412473459,0.027662482667096106
2019-09-23,1.0,1.5265566588595902e-16,39,39,0.02168791412473459,0.027662482667096106
